step,task_loss,bias_loss,total_loss,sps
0,22.300199508666992,0.1512451171875,22.30776023864746,
1,19.596345901489258,0.1396484375,19.60332679748535,
2,14.270048141479492,0.128173828125,14.276456832885742,
3,18.395967483520508,0.1502685546875,18.40348243713379,
4,15.096420288085938,0.135986328125,15.103218078613281,
5,13.776301383972168,0.164794921875,13.784541130065918,
6,9.665239334106445,0.1474609375,9.672613143920898,
7,6.00593376159668,0.132080078125,6.012537002563477,
8,3.1683881282806396,0.1331787109375,3.175048589706421,
9,2.5352962017059326,0.126220703125,2.5416057109832764,
10,2.1539297103881836,0.1546630859375,2.1616621017456055,
11,2.1377627849578857,0.1470947265625,2.1451175212860107,
12,2.1477158069610596,0.13818359375,2.1546242237091064,
13,2.277095317840576,0.1522216796875,2.284705638885498,
14,1.7454627752304077,0.1363525390625,1.7522796392440796,
15,2.186211585998535,0.13818359375,2.193120002746582,
16,1.4403607845306396,0.1397705078125,1.4473493099212646,
17,1.5412602424621582,0.1395263671875,1.5482373237609863,
18,1.6682912111282349,0.1419677734375,1.675390362739563,
19,2.280467987060547,0.1273193359375,2.286834716796875,
20,1.929925799369812,0.1226806640625,1.936059832572937,
21,2.094796895980835,0.120849609375,2.100839376449585,
22,1.5466400384902954,0.125732421875,1.5529266595840454,
23,1.344404697418213,0.12481689453125,1.3506455421447754,
24,1.089219331741333,0.1259765625,1.0955173969268799,
25,1.5160086154937744,0.11968994140625,1.52199387550354,
26,1.8282204866409302,0.1337890625,1.8349114656448364,
27,1.1536579132080078,0.133544921875,1.1603336334228516,
28,1.17829430103302,0.1170654296875,1.1841460466384888,
29,1.0463515520095825,0.1300048828125,1.0528517961502075,
30,1.141495943069458,0.1163330078125,1.1473133563995361,
31,1.222081184387207,0.11895751953125,1.2280282974243164,
32,1.8944019079208374,0.11932373046875,1.900368094444275,
33,1.5959516763687134,0.11651611328125,1.6017767190933228,
34,1.1969066858291626,0.1240234375,1.2031093835830688,
35,0.8810425996780396,0.1302490234375,0.8875542879104614,
36,1.729259967803955,0.1214599609375,1.73533296585083,
37,0.9876652956008911,0.10809326171875,0.9930707216262817,
38,1.2608424425125122,0.12286376953125,1.2669841051101685,
39,0.6507430076599121,0.11041259765625,0.6562628746032715,
40,1.9413625001907349,0.11395263671875,1.9470616579055786,
41,1.0121171474456787,0.11822509765625,1.0180299282073975,
42,1.1654866933822632,0.11798095703125,1.1713842153549194,
43,1.2572675943374634,0.115966796875,1.2630659341812134,
44,0.8786630630493164,0.11541748046875,0.884434700012207,
45,0.5458793640136719,0.118408203125,0.5517997741699219,
46,0.8085364103317261,0.11151123046875,0.8141134977340698,
47,0.7593929171562195,0.1104736328125,0.7649165987968445,
48,0.7782710790634155,0.1192626953125,0.7842334508895874,
49,0.5036554336547852,0.113525390625,0.5093317031860352,
50,1.2644047737121582,0.12237548828125,1.2705235481262207,
51,0.8888248205184937,0.10760498046875,0.8942035436630249,
52,1.0391935110092163,0.11456298828125,1.044923186302185,
53,0.5631071329116821,0.1123046875,0.5687223672866821,
54,0.6053798794746399,0.10406494140625,0.6105831265449524,
55,1.106924057006836,0.1162109375,1.1127338409423828,
56,1.2427892684936523,0.11395263671875,1.248488426208496,
57,0.8718963861465454,0.1080322265625,0.8772979974746704,
58,0.7123228907585144,0.10308837890625,0.7174765467643738,
59,0.7311938405036926,0.104248046875,0.7364047169685364,
60,0.8580667972564697,0.1123046875,0.8636820316314697,
61,0.42154476046562195,0.1051025390625,0.4268014132976532,
62,0.9147433042526245,0.1007080078125,0.9197787046432495,
63,1.1068512201309204,0.11224365234375,1.1124626398086548,
64,0.7509583830833435,0.10772705078125,0.756344735622406,
65,0.8497733473777771,0.0977783203125,0.8546637892723083,
66,0.6729733347892761,0.10205078125,0.6780773997306824,
67,1.2469326257705688,0.10943603515625,1.252402901649475,
68,0.9711607098579407,0.111572265625,0.9767377972602844,
69,0.38888129591941833,0.1065673828125,0.39421042799949646,
70,0.9193636178970337,0.104248046875,0.9245744943618774,
71,1.3414294719696045,0.104736328125,1.3466670513153076,
72,0.5967056155204773,0.10430908203125,0.6019203066825867,
73,1.2326873540878296,0.10443115234375,1.2379096746444702,
74,0.6832818984985352,0.10479736328125,0.6885232925415039,
75,0.5741096138954163,0.11248779296875,0.5797324776649475,
76,0.4681653082370758,0.11053466796875,0.47369280457496643,
77,0.44118911027908325,0.1046142578125,0.4464190602302551,
78,0.31029772758483887,0.11029052734375,0.3158137798309326,
79,0.6191125512123108,0.09991455078125,0.6241098046302795,
80,0.6635770201683044,0.110107421875,0.6690816283226013,
81,0.6429598331451416,0.0997314453125,0.6479456424713135,
82,0.4904312789440155,0.104736328125,0.49566885828971863,
83,0.5933749675750732,0.121826171875,0.5994670391082764,
84,1.2142308950424194,0.1021728515625,1.2193387746810913,
85,0.40424832701683044,0.11383056640625,0.40993985533714294,
86,0.5637725591659546,0.1162109375,0.5695823431015015,
87,0.4647035002708435,0.1092529296875,0.4701661467552185,
88,0.8045963644981384,0.11669921875,0.8104328513145447,
89,1.0515093803405762,0.10260009765625,1.0566401481628418,
90,0.5339424014091492,0.10986328125,0.5394355654716492,
91,0.3091225028038025,0.1107177734375,0.31465762853622437,
92,1.190325379371643,0.118408203125,1.196245789527893,
93,0.6610099673271179,0.1156005859375,0.6667892336845398,
94,0.9104725122451782,0.10772705078125,0.9158588647842407,
95,0.7602334022521973,0.12139892578125,0.7663025856018066,
96,1.093578815460205,0.11920166015625,1.0995373725891113,
97,0.8467717170715332,0.12445068359375,0.8529934883117676,
98,1.1789000034332275,0.126953125,1.1852476596832275,
99,0.5189293622970581,0.1075439453125,0.5243080854415894,
100,1.0969040393829346,0.1275634765625,1.1032822132110596,
101,0.6645004749298096,0.125732421875,0.6707870960235596,
102,0.49184146523475647,0.1209716796875,0.4978915750980377,
103,0.571108877658844,0.1270751953125,0.5774641633033752,
104,0.83279949426651,0.1231689453125,0.8389564156532288,
105,0.9859872460365295,0.11279296875,0.9916253685951233,
106,0.4219496250152588,0.1136474609375,0.42763352394104004,
107,0.9138020277023315,0.11346435546875,0.9194744825363159,
108,0.524648129940033,0.1251220703125,0.530904233455658,
